participant_id,condition,model_name,coder_id,criticality_score,specificity_score,riskiness_score,feedback_honesty_index,coding_notes,timestamp_coded
19cb95ce-bfba-49a4-a271-7b5168f58203,competent,Claude Haiku,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of workflow and process failures without intense condemnation.; Specificity: Describes patterns and general examples but few concrete named incidents.; Riskiness: Diplomatic tone, self-deprecating about junior status, avoids challenging authority directly.",2026-08-01T08:48:31.774829+00:00
1d4bfd64-7677-4409-87da-a54da1d5f388,warm,Claude Haiku,llm_coder,3,4,2,3.0,Criticality: Identifies real process problems but frames them as non-malicious systemic gaps.; Specificity: Multiple concrete incidents like duplicated work and contradictory instructions with context.; Riskiness: Mildly critiques processes but hedges and avoids challenging management directly.,2026-08-01T08:48:34.851717+00:00
21e72114-8f3c-4b81-8f2a-8a22e71ac614,competent,GPT-4o Mini,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and role clarity issues, but framed diplomatically.; Specificity: Describes general patterns but provides no concrete examples despite repeated prompts.; Riskiness: Suggests process improvements without directly challenging management or authority.",2026-08-01T08:48:37.970832+00:00
22d61ac7-3735-46a7-8fc7-8a9b9ef1cb88,competent,Claude Sonnet,llm_coder,3,4,3,3.33,Criticality: Moderate critique of coordination and process failures without intense blame.; Specificity: Multiple concrete incidents like duplicated report and conflicting instructions with context.; Riskiness: Challenges assignment practices and leadership buffering but frames diplomatically without direct authority confrontation.,2026-08-01T08:48:41.511318+00:00
28e7d489-525c-4583-a1ec-5a1c5a664ecd,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Moderate critique of process failures without intense blame or fundamental attack.; Specificity: Detailed concrete examples with context, frequency, and clear impact throughout.; Riskiness: Challenges unclear authority and decision hierarchy but diplomatically, avoiding direct confrontation.",2026-08-01T08:48:44.988338+00:00
2a01a2ad-a27a-40e9-83f9-c22ae7612d86,competent,GPT-4o,llm_coder,3,2,2,2.33,Criticality: Identifies real organizational problems but frames them softly without intense critique.; Specificity: Discusses issues abstractly with no concrete examples or specific incidents.; Riskiness: Mildly critiques processes without directly challenging management or authority.,2026-08-01T08:48:47.961375+00:00
2b1c0e0f-c9a1-4e47-92c0-05837a3e52be,warm,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of processes and communication, but hedged and not challenging fundamental failures.; Specificity: Multiple concrete incidents like duplicated spreadsheet work and conflicting instructions with context.; Riskiness: Critiques processes cautiously, defers to authority, avoids challenging specific people or management.",2026-08-01T08:48:50.983394+00:00
2b9a34ab-a156-41dd-857d-4889ac50647a,warm,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and role clarity, but softened and non-confrontational.; Specificity: Describes general patterns without concrete incidents or specific examples.; Riskiness: Mildly critiques processes, gently mentions leadership without directly challenging authority.",2026-08-01T08:48:54.314422+00:00
2be67250-4eae-45e8-ada9-ed828f59a438,warm,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of processes but repeatedly softens by blaming systems not people.; Specificity: Cites specific incidents like two-day deprioritized report and duplicate task assignments.; Riskiness: Frames issues as structural, explicitly avoids blaming individuals or authority.",2026-08-01T08:48:58.501359+00:00
2bea23b2-4db3-40c4-b6b6-5959587963fa,competent,Claude Haiku,llm_coder,3,4,3,3.33,"Criticality: Identifies real systemic problems but frames them softly, blaming missing infrastructure not people.; Specificity: Includes concrete examples like the two-day report and duplicated work with impact.; Riskiness: Challenges decision-making structure and manager alignment but hedges with deference to hierarchy.",2026-08-01T08:49:01.828745+00:00
2cce8c84-12d5-41fe-9770-302541b3f376,competent,GPT-4o,llm_coder,3,2,2,2.33,Criticality: Moderate critique of communication and organizational failures without intense confrontation.; Specificity: Describes general patterns but cites no specific incidents or concrete examples.; Riskiness: Suggests process improvements without directly challenging authority or management approach.,2026-08-01T08:49:05.258218+00:00
2e73c553-a7f7-41c4-af5d-daa45c9a5667,warm,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of structural and communication problems, but framed diplomatically without intensity.; Specificity: Describes general patterns but cites no concrete incidents or named examples.; Riskiness: Points at process gaps generally, avoiding direct challenge to leadership or authority.",2026-08-01T08:49:08.443954+00:00
328cd24d-a0a1-4020-8def-30b7901d615b,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real structural problems but softens by blaming process not people.; Specificity: Multiple detailed incidents with context, impact, and concrete examples of duplication and conflicts.; Riskiness: Critiques processes structurally while explicitly avoiding challenging any individual authority or blame.",2026-08-01T08:49:11.515009+00:00
34352b3b-8956-4363-913d-bd5df42ab42e,warm,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Identifies real process failures but frames them diplomatically without intense critique.; Specificity: Cites concrete incidents like duplicated report and conflicting instructions with context.; Riskiness: Softens critique with hedges, focuses on processes rather than challenging authority directly.",2026-08-01T08:49:14.684083+00:00
34c09bd1-99c2-41e6-8e42-e64787c3954e,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,Criticality: Identifies real communication problems but frames them moderately without intense critique.; Specificity: Describes patterns like duplicated work but lacks specific named incidents.; Riskiness: Gently notes leadership inconsistency but avoids directly challenging authority.,2026-08-01T08:49:20.114674+00:00
35089735-4a70-4a8d-98e3-ea0a251882ce,warm,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of systemic process failures, but framed diplomatically and avoids blame.; Specificity: Multiple concrete examples like duplicate work, last-minute tasks, conflicting instructions with clear impact.; Riskiness: Softens critique, explicitly avoids blaming anyone, and hesitant to raise issues upward.",2026-08-01T08:49:23.700944+00:00
38075e23-6dc1-4609-b02a-92fc906ac141,competent,Claude Sonnet,llm_coder,3,4,2,3.0,"Criticality: Identifies real structural problems but frames them diplomatically as growth-related, not fundamental failures.; Specificity: Cites concrete incidents like duplicated report and conflicting Task A/B instructions with context.; Riskiness: Critiques processes gently, explicitly absolving individuals and leadership of blame or malice.",2026-08-01T08:49:27.377703+00:00
3ba7a6ab-0593-4b9d-86d7-98fe8b7b9899,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real systemic problems but frames them diplomatically without blaming anyone.; Specificity: Multiple detailed incidents with clear context and concrete impacts throughout.; Riskiness: Critiques processes but avoids challenging specific authority, emphasizing no one is at fault.",2026-08-01T08:49:30.559520+00:00
3c8ec878-652f-4228-aaa1-bc0bc38fae17,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Identifies real systemic problems but frames them diplomatically without intense critique.; Specificity: Describes patterns generically without concrete incidents, names, or dated examples.; Riskiness: Suggests process improvements but avoids naming individuals or challenging authority directly.",2026-08-01T08:49:33.739340+00:00
3f288dc9-4d46-45c3-bf9c-4908dcd74c28,competent,GPT-4o,llm_coder,3,1,2,2.0,"Criticality: Moderate critique of team disorganization and communication, but not framed as fundamental failure.; Specificity: Entirely abstract; no concrete examples despite repeated prompts for specifics.; Riskiness: Mildly critiques leadership and processes without directly challenging authority.",2026-08-01T08:49:36.811300+00:00
43c54b5f-f7bc-4b5d-b5e0-e42fd58f42d3,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real process problems but frames them as structural gaps, not team failures.; Specificity: Multiple detailed incidents with clear context and concrete impact on work.; Riskiness: Critiques processes gently, avoids blaming individuals, defers to seniority throughout.",2026-08-01T08:49:40.180078+00:00
4581efc3-ded5-41fb-a2d9-2a117fef8b13,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,Criticality: Moderate critique of task assignment and communication practices without challenging fundamental failures.; Specificity: Describes patterns and solutions but lacks specific named incidents with concrete context.; Riskiness: Suggests process improvements diplomatically without challenging authority or leadership directly.,2026-08-01T08:49:44.478063+00:00
476e62e4-fabd-4fa9-aedd-87f7bdd83b8e,warm,GPT-4o,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of communication and organizational practices, but framed diplomatically without severity.; Specificity: Names general issues like duplicate work and conflicting instructions, but no concrete incidents.; Riskiness: Focuses on processes and tools, avoids directly challenging authority or leadership.",2026-08-01T08:49:47.500439+00:00
47f1c0bc-7762-4abc-b790-3ceadad7dc57,competent,Claude Sonnet,llm_coder,3,4,3,3.33,Criticality: Identifies real structural problems but frames them diplomatically without intense critique.; Specificity: Multiple concrete incidents like duplicated client request and conflicting formatting instructions.; Riskiness: Challenges decision-making authority and priority conflicts but softens critique carefully.,2026-08-01T08:49:53.287342+00:00
493a4751-6411-414b-b7dd-2b6571d4e0b6,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and coordination problems, but framed diplomatically.; Specificity: General patterns described but no specific incidents or concrete examples.; Riskiness: Suggests process improvements without directly challenging management or authority.",2026-08-01T08:49:57.070707+00:00
497faf08-04b0-4af8-bc76-884fbbde7f38,competent,Claude Haiku,llm_coder,3,3,3,3.0,"Criticality: Identifies real structural problems but frames diplomatically, avoiding intense critique.; Specificity: Describes patterns and types of issues but few concrete named incidents.; Riskiness: Challenges processes and leadership ownership but softens with non-blaming framing.",2026-08-01T08:50:00.362991+00:00
4a64d890-66d7-40a0-8825-ee68de0eeadd,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real systemic coordination problems but frames them as structural, not failures.; Specificity: Detailed concrete examples like the duplicated client report with clear impact.; Riskiness: Challenges flat structure and undefined decision rights but softens critique of authority.",2026-08-01T08:50:03.600848+00:00
4dd88f74-2fb5-471c-a913-6593118abcee,warm,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Identifies real systemic problems but frames them charitably, avoiding intense critique.; Specificity: Multiple concrete examples of duplication, conflicting instructions, and proposed tools with context.; Riskiness: Softens critique, avoids blaming individuals, and hesitates to challenge authority directly.",2026-08-01T08:50:07.206639+00:00
4df2aad7-14a0-40f6-ba69-00f498c139af,competent,Claude Haiku,llm_coder,4,3,3,3.33,"Criticality: Points to systemic workflow failures, duplicated work, and cascading dysfunction across the team.; Specificity: Describes concrete patterns and solutions but examples remain hypothetical rather than specific incidents.; Riskiness: Challenges leadership and decision structures but hedges carefully, framing as pressure-reducing rather than blame.",2026-08-01T08:50:10.586060+00:00
5423e2fb-057c-40d9-ba52-11382e22913b,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real process problems but frames them softly, avoiding blame or fundamental failures.; Specificity: Multiple detailed incidents with clear context, impact, and concrete solutions.; Riskiness: Critiques processes but repeatedly excuses individuals and avoids challenging authority directly.",2026-08-01T08:50:14.303396+00:00
573e8e2c-2a0d-44b5-b1f2-8544cbcd6602,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Moderate critique of ad hoc processes and inefficiencies, but not fundamental failures.; Specificity: Detailed concrete examples like the data summary duplication with clear impact.; Riskiness: Critiques processes but hesitant to challenge authority, explicitly avoids questioning superiors.",2026-08-01T08:50:17.811889+00:00
59d14ca7-0120-4247-a944-6697c7136c10,warm,GPT-4o,llm_coder,3,3,2,2.67,Criticality: Moderate critique of communication and process failures without intense confrontation.; Specificity: Some concrete examples like conflicting instructions but mostly abstract systemic reasoning.; Riskiness: Critiques processes and suggests structural changes but avoids challenging authority directly.,2026-08-01T08:50:21.044698+00:00
5a403a70-8251-430e-b28d-3c2c8fbc7423,competent,Claude Haiku,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of team processes but framed cautiously, not fundamental failures.; Specificity: One concrete report example but mostly abstract, speculative reasoning about impacts.; Riskiness: Hedges with junior status, blames processes not authority, avoids direct challenge.",2026-08-01T08:50:24.718322+00:00
5aa69210-7d69-4d14-817a-b25330444eba,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real structural problems but frames them diplomatically, not as fundamental failures.; Specificity: Multiple concrete incidents with context and clear impact on work and team.; Riskiness: Challenges senior communication gaps and ownership norms, but softly and non-confrontationally.",2026-08-01T08:50:28.178817+00:00
5b79dd77-8c09-47b8-9943-173b053810bb,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real process problems but frames diplomatically without intense condemnation.; Specificity: Detailed concrete incidents with context, frequency, and clear impact described.; Riskiness: Critiques processes cautiously, hedges as junior, avoids challenging authority directly.",2026-08-01T08:50:31.109143+00:00
606a7e65-2cb0-4b04-a215-3bae801168ba,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and process practices without intense confrontation.; Specificity: Vague references to issues with no concrete examples despite prompts.; Riskiness: Mild critique of processes, avoids directly challenging authority or management.",2026-08-01T08:50:34.152890+00:00
6188dba6-e141-4a06-88bb-0a4f2f1268f2,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Moderate critique of processes but framed diplomatically without challenging fundamental failures.; Specificity: Detailed concrete examples with context, frequency, and clear impact throughout.; Riskiness: Suggestions framed cautiously, hedges upward pressure, avoids directly challenging authority.",2026-08-01T08:50:37.113499+00:00
655b6b51-c856-4bc3-9100-fdd65e609ace,competent,Claude Sonnet,llm_coder,3,5,3,3.67,Criticality: Moderate critique of process gaps and unsustainable reliance on individual goodwill.; Specificity: Detailed examples like duplicated client summary with clear context and impact.; Riskiness: Challenges unclear authority and processes but frames issues as blameless and structural.,2026-08-01T08:50:40.466716+00:00
689c175c-0f91-47dd-bc22-ae886c18d49a,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real systemic problems but frames them softly as process gaps, not failures.; Specificity: Detailed concrete example of duplicated summary work with clear context and impact.; Riskiness: Avoids blaming individuals or authority; explicitly hesitant to question hierarchy as junior.",2026-08-01T08:50:43.435109+00:00
69337471-178a-4243-8c88-659efcdb90cc,warm,Claude Sonnet,llm_coder,3,4,3,3.33,Criticality: Moderate critique of workflow problems but repeatedly softened with 'not bad faith' framing.; Specificity: Multiple concrete scenarios like Monday/Wednesday duplication and conflicting Person A/B instructions.; Riskiness: Challenges decision-making structure and authority gaps but frames it diplomatically as systemic.,2026-08-01T08:50:46.554664+00:00
695054b6-572e-4641-bea6-16468e2e7e76,competent,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of processes but softened by repeated 'not intentional' disclaimers.; Specificity: Multiple concrete examples like duplicated work and building things wrong.; Riskiness: Frames issues as systemic, avoids challenging authority, defers as junior person.",2026-08-01T08:50:50.030254+00:00
6b62c0ea-b4d9-4b27-937c-38400be8070f,competent,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real systemic problems but framed diplomatically, not as fundamental failures.; Specificity: Concrete incidents like duplicated data prep with clear context and impact.; Riskiness: Challenges ambiguous authority structure but hedges and avoids naming individuals.",2026-08-01T08:50:53.119490+00:00
6ce1d48d-3733-4385-9280-92290e802847,competent,Claude Haiku,llm_coder,4,4,3,3.67,"Criticality: Pointed critique of systemic team failures in structure and communication, not just surface issues.; Specificity: Multiple concrete examples like shifting report priority and duplication, though some remain speculative.; Riskiness: Challenges decision-making processes but softens critiques given junior status and hesitancy to speak up.",2026-08-01T08:50:56.459373+00:00
6f9095b0-fa4c-4041-b0bc-2808e1fbde3e,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and role clarity issues, but not fundamental failures.; Specificity: Describes general patterns but provides no concrete examples despite repeated prompting.; Riskiness: Mildly critiques processes and planning but avoids directly challenging authority.",2026-08-01T08:50:59.415943+00:00
740ec931-3f3f-42f1-b789-e025cab6063e,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real coordination problems but frames them as systemic, not fundamental failures.; Specificity: Detailed incidents with dates, context, and clear impact on time and effort.; Riskiness: Challenges unclear decision authority and processes but softens critique of individuals.",2026-08-01T08:51:02.540827+00:00
771d35b1-240f-40fe-a2cb-f264ad8f8263,warm,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of workflow and decision-making gaps, but softened and non-blaming.; Specificity: Multiple concrete examples like redoing work, duplicating tasks, and conflicting instructions.; Riskiness: Gently critiques processes while avoiding malice, framing changes as helping self.",2026-08-01T08:51:05.678010+00:00
77363a90-5a25-494d-82f1-8883abf29002,competent,Claude Sonnet,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of workflow practices, framed constructively without blaming individuals.; Specificity: Multiple concrete incidents with context like duplicated report and conflicting formatting instructions.; Riskiness: Gently critiques processes but avoids challenging authority, attributing issues to structure not people.",2026-08-01T08:51:09.468205+00:00
77b1d57d-5155-43bb-9e83-b5a5da206c9c,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of communication and process failures affecting team performance.; Specificity: One concrete example of duplicated tasks, but mostly abstract reasoning.; Riskiness: Mildly notes leadership role but frames issues as process gaps, avoiding direct challenge.",2026-08-01T08:51:12.602451+00:00
7a5a4660-e45d-4106-9f44-ec7746eee643,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of communication and task-assignment practices, but softened and non-confrontational.; Specificity: General examples of pivoting and conflicting instructions, but no concrete named incidents.; Riskiness: Frames issues as systemic processes, avoiding direct challenge to specific authority figures.",2026-08-01T08:51:20.638882+00:00
7b7f5587-5574-457a-b6fc-ab6bf5e3fde1,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of team communication and organization practices, but not fundamental failures.; Specificity: Discusses issues abstractly with hedging language, no concrete examples despite being asked.; Riskiness: Focuses on processes and systems, avoids directly challenging authority or management.",2026-08-01T08:51:24.840443+00:00
7d4ccdfa-9319-4133-a6f5-e8c1162bdea3,warm,Claude Sonnet,llm_coder,3,5,3,3.67,Criticality: Moderate critique of coordination and prioritization practices without intense condemnation.; Specificity: Detailed concrete examples like duplicated data summary and conflicting report instructions with impact.; Riskiness: Challenges assignment structure and authority ambiguity but frames diplomatically as growing pains.,2026-08-01T08:51:28.301895+00:00
7d7a3587-468a-4e5e-b56e-a46a8aa0d173,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,Criticality: Identifies real recurring problems like duplication and confusion but frames diplomatically.; Specificity: Describes concrete patterns but lacks specific named incidents or dates.; Riskiness: Gently references management ambiguity but avoids directly challenging authority.,2026-08-01T08:51:30.872288+00:00
7d9568ad-e613-4692-9fc5-b9c509e15a44,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real coordination and accountability problems but frames them softly as process gaps.; Specificity: Cites concrete incidents like duplicated report and conflicting instructions with clear impact.; Riskiness: Repeatedly softens critique, avoids blaming individuals, and defers to authority structures.",2026-08-01T08:51:34.140014+00:00
8212b4d5-2585-435a-b26d-8715c2927f19,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of organizational and communication practices without intense challenge.; Specificity: General issues described but no concrete incidents or specific examples given.; Riskiness: Mild critique of processes, avoids challenging authority or management directly.",2026-08-01T08:51:37.079040+00:00
86f937af-781c-4be9-aa11-1241cd046b5d,warm,Claude Haiku,llm_coder,3,4,2,3.0,Criticality: Moderate critique of team processes but softened and non-accusatory framing.; Specificity: Cites concrete incidents like conflicting instructions and duplicated tasks with context.; Riskiness: Critiques processes but explicitly avoids blaming individuals or challenging authority.,2026-08-01T08:51:40.427577+00:00
88247c90-f6e1-4819-8570-3af4f238b39e,competent,Claude Haiku,llm_coder,4,4,3,3.67,"Criticality: Pointed critique of systemic process failures affecting quality, motivation, and retention.; Specificity: Multiple concrete examples like conflicting instructions and duplicated work, though somewhat generalized.; Riskiness: Challenges management's lack of structure but frames it cautiously as junior, hesitant to complain.",2026-08-01T08:51:43.935346+00:00
88c03654-699e-4e8b-8b2c-f158cc70f72d,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real systemic problems but frames them constructively without intense condemnation.; Specificity: Multiple concrete incidents with dates, frequency, and clear consequences described.; Riskiness: Challenges unclear authority and process norms but diplomatically, not confronting individuals.",2026-08-01T08:51:47.569778+00:00
8e76fb9c-6454-4930-9350-26561719385b,competent,GPT-4o Mini,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and task management practices, but not framed as fundamental failures.; Specificity: Describes issue types generally but provides no concrete named incidents or examples.; Riskiness: Focuses on process improvements without directly challenging management or authority.",2026-08-01T08:51:50.740673+00:00
90805bae-71e9-4611-8034-b6dae400f92b,warm,GPT-4o,llm_coder,3,2,2,2.33,Criticality: Moderate critique of communication and organizational failures without intense confrontation.; Specificity: Describes general patterns but cites no concrete incidents or examples.; Riskiness: Suggests process improvements without directly challenging management or authority.,2026-08-01T08:51:53.617857+00:00
911bb25d-ef21-49e3-8044-70799cf0d2e0,competent,Claude Sonnet,llm_coder,3,4,3,3.33,"Criticality: Moderate critique of process failures but framed diplomatically, avoiding blame.; Specificity: Multiple concrete examples like duplicated meeting prep with clear context.; Riskiness: Challenges unclear authority and priority-setting but softens critique repeatedly.",2026-08-01T08:51:56.912154+00:00
91e98345-33dd-4155-a4e1-f538759f5343,warm,Claude Haiku,llm_coder,4,5,3,4.0,"Criticality: Pointed critique of systemic process failures affecting whole team functioning.; Specificity: Detailed concrete examples like Monday-Wednesday deadlines and duplicated deliverables with clear impact.; Riskiness: Challenges management and leadership priorities but framed constructively, not directly confrontational.",2026-08-01T08:52:00.215742+00:00
92fd3634-4fe6-436d-a5eb-c6366eb27b97,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of team processes and communication, but framed diplomatically without intense challenge.; Specificity: Describes patterns like duplicated tasks and conflicting instructions, but no specific incidents with dates or names.; Riskiness: Focuses on processes rather than challenging authority; suggests improvements diplomatically without confronting management.",2026-08-01T08:52:03.851171+00:00
9331a10a-b704-48ee-a9ef-b9d396b51c26,competent,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real systemic problems but frames diplomatically without blaming individuals.; Specificity: Multiple detailed incidents with dates, context, and concrete impact described.; Riskiness: Challenges team processes and ownership structure but avoids directly confronting authority.",2026-08-01T08:52:06.832041+00:00
9ad12281-57b3-44dd-aff6-59a15e96d402,warm,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and task management practices, not fundamental failures.; Specificity: Describes general patterns but cites no concrete incidents or examples.; Riskiness: Suggests process improvements without directly challenging authority or individuals.",2026-08-01T08:52:10.365158+00:00
9b4ed84b-372a-45fb-b661-585e63465b3f,competent,Claude Sonnet,llm_coder,3,4,3,3.33,"Criticality: Identifies real structural problems but frames diplomatically, avoiding blame or intense critique.; Specificity: Multiple specific incidents with dates and context, though some remain somewhat generalized.; Riskiness: Challenges authority ambiguity and task processes but softens with non-blaming, structural framing.",2026-08-01T08:52:13.888206+00:00
9bf0efae-d7c5-4535-b54b-7fb2c9d8392b,warm,GPT-4o,llm_coder,3,3,2,2.67,Criticality: Moderate critique of communication and process failures without intense condemnation.; Specificity: Describes issue types like duplication and conflicting instructions but lacks specific incidents.; Riskiness: Critiques processes indirectly but avoids naming or challenging authority directly.,2026-08-01T08:52:17.060008+00:00
